ASV_ID,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source,,,,,,,,,,,
ASV_4,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;podzolica,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_40,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;podzolica,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4001,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4011,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4012,Fungi;Ascomycota;Dothideomycetes;Asterinales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4018,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS11;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4019,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4021,Fungi;NA;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4026,Fungi;Ascomycota;Dothideomycetes;Asterinales;Morenoinaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4028,Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4029,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4031,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4034,Fungi;Ascomycota;Leotiomycetes;Helotiales;Calloriaceae;Polyphilus;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4040,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4044,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4046,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4047,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_405,Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Tausonia;pullulans,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4050,Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliales_fam_Incertae_sedis;Lecophagus;longisporus,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4059,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4066,Fungi;Mucoromycota;Endogonomycetes;GS22;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4071,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4078,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Phaeotremellaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4081,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;finlayi,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4084,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4085,Fungi;Basidiomycota;Agaricomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4093,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4101,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4106,Fungi;Ascomycota;Lecanoromycetes;Acarosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4113,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4118,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Solicoccozyma;terricola,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_412,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4121,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4123,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4139,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4146,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS11;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4148,Fungi;Basidiomycota;GS27;GS27;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4150,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4163,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4167,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4173,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4178,Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4182,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4185,Fungi;NA;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4191,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Reticulascaceae;Reticulascus;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4195,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4196,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pseudopyrenochaetaceae;Pseudopyrenochaeta;terrestris,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4204,Fungi;Ascomycota;Sordariomycetes;Sordariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4206,Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_421,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4210,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4224,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4233,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;inflatus,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4236,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS08;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4240,Fungi;Chytridiomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4241,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4246,Fungi;Basidiomycota;Spiculogloeomycetes;Spiculogloeales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4248,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4250,Fungi;Basidiomycota;Agaricomycetes;Atheliales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4252,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Leptobacillium;leptobactrum,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4254,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Amplistromataceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4256,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4257,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4259,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4260,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4261,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4264,Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4269,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_427,Fungi;Basidiomycota;Spiculogloeomycetes;Spiculogloeales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4271,Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4285,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Paracladophialophoraceae;Paracladophialophora;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4288,Fungi;Ascomycota;Orbiliomycetes;Orbiliales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4289,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4294,Fungi;Basidiomycota;Spiculogloeomycetes;Spiculogloeales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4297,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS05;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_43,Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4303,Fungi;NA;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4304,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4309,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_431,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Albophoma;yamanashiensis,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4311,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Kurtzmaniella;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4317,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4318,Fungi;Basidiomycota;Spiculogloeomycetes;Spiculogloeales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4320,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4325,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4332,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4333,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4334,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_434,Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4344,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4348,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_435,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4352,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lentitheciaceae;Murilentithecium;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4357,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4359,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_436,Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4365,Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4366,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4367,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4377,Fungi;Ascomycota;Laboulbeniomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4379,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_438,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4381,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4384,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4388,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Tetragoniomycetaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4392,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4406,Fungi;Ascomycota;Arthoniomycetes;Arthoniales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4407,Fungi;Basidiomycota;Agaricomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4422,Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4428,Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4429,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4434,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_Incertae_sedis;Sordariomycetes_fam_Incertae_sedis;Oncopodiella;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4439,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS11;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4440,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis;Immotthia;atrograna,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4444,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4458,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4461,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4465,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Paracladophialophoraceae;Paracladophialophora;carceris,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4466,Fungi;Basidiomycota;GS27;GS27;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4467,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cylindriaceae;Cylindrium;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4469,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4470,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4472,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4474,Fungi;Ascomycota;Sordariomycetes;Branch06;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4475,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4477,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4478,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4479,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4481,Fungi;Mucoromycota;Mucoromycotina_cls_Incertae_sedis;Mucoromycotina_ord_Incertae_sedis;Mucoromycotina_fam_Incertae_sedis;Bifiguratus;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_449,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4498,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_45,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4501,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4502,Fungi;Ascomycota;Dothideomycetes;Myriangiales;Myriangiaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4503,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4512,Fungi;Entorrhizomycota;Entorrhizomycetes;Talbotiomycetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4526,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4527,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4529,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4530,Fungi;Ascomycota;Leotiomycetes;Helotiales;Tympanidaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4535,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4538,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4539,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_454,Fungi;Basidiomycota;Microbotryomycetes;Microbotryales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4542,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS08;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4543,Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Jackrogersella;cohaerens,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4554,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_457,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4574,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_459,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4592,Fungi;NA;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4594,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4597,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_46,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_460,Fungi;Mucoromycota;Mucoromycotina_cls_Incertae_sedis;Mucoromycotina_ord_Incertae_sedis;Mucoromycotina_fam_Incertae_sedis;Bifiguratus;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4605,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4606,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4609,Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4612,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4614,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4615,Fungi;Basidiomycota;Agaricomycetes;Geastrales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4617,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis;Cryptocoryneum;condensatum,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4618,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4626,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4628,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4633,Fungi;NA;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4636,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4643,Fungi;Basidiomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4652,Fungi;Ascomycota;Eurotiomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4656,Fungi;Basidiomycota;Agaricomycetes;Auriculariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4659,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_466,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;mayrhoferi,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4661,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;hungarica,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4673,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4675,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_468,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_4680,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
